Title,factory_name,date_reported,num_affected,buyers,response_action,allegation_summary,issue_groups,Response Link,source_link,factory_lower
#545 - New Plus,New Plus,2024-06-14,1000.0,,,"In June 2024, it was reported that workers are New Plus are facing a series of violations, including mandatory overtime every Sunday, with only those workers who work on Sundays given rice and oil,  no transport provided to those who don't work overtime shifts, limited breaks and no food provided to workers, and excessive production targets.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-new-plus-factory-forced-to-work-on-sundays/?utm_source=mosaic&utm_medium=api,new plus
#544 - KBL Garment,KBL Garment,2024-06-14,900.0,,,"In June 2024, it was reported that workers at KBL Garment are facing a series of violations, including workers forced to work on Sundays and public holidays, and no transport arranged for workers working overtime until the early morning, despite the industrial zone being under military administration.","Denial of leave,Inhumane work rates and mandatory overtime,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-working-overtime-until-early-morning/?utm_source=mosaic&utm_medium=api,kbl garment
#543 - New Talent Garment (Myanmar),New Talent Garment (Myanmar),2024-06-11,1000.0,"O'Neill (Buyer),WE Fashion (Buyer)",New Talent Garment allegedly supplies to WE Fashion and O'Neill; WE Fashion provided a response to a request for comment from the Resource Centre. O'Neill did not.,"In June 2024, it was reported that workers at New Talent Garment (Myanmar) are facing a series of violations, including workers forced to sign an agreement stating they will work overtime because they failed to meet targets despite this being false, workers only having two days of rest a month causing health problems, wages cut if workers don't work overtime, workers given a warning if they eat during 12:30-7:30pm shift, rainwater entering the dining hall making it difficult to sit and eat during meal breaks, and unclean water.","Denial of leave,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-forced-to-work-overtime-with-just-two-days-off-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-work-overtime-under-pretence-of-workers-failing-to-meet-targets/?utm_source=mosaic&utm_medium=api,new talent garment (myanmar)
#542 - Kingsrich (Myanmar) Fashion,Kingsrich (Myanmar) Fashion,2024-06-10,1000.0,"Hennes & Mauritz (H&M) (Buyer),Marks & Spencer (Former buyer)",Kingsrich (Myanmar) Fashion allegedly supplies to or has supplied to H&M and Marks & Spencer; H&M provided a response to a request for comment from the Resource Centre. Marks & Spencer previously informed us it ceased all operations in Myanmar in April 2023.,"In June 2024, it was reported that workers at Kingsrich (Myanmar) Fashion went on strike demanding and increase in wages, as the wages are too low to meet the rising cost of living. Workers were given a verbal promise rather than contract, and reported that plain-clothed police and soldiers came to watch the protests.","Business-military collusion,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-stage-strike-over-low-wages-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-strike-demanding-wage-increase-due-to-rising-living-costs/?utm_source=mosaic&utm_medium=api,kingsrich (myanmar) fashion
#541 - Great Summer (Myanmar) (formerly Cherry Apparel),Great Summer (Myanmar) (formerly Cherry Apparel),2024-06-09,1000.0,Workman (Buyer),Great Summer (Myanmar) allegedly supplies to Workman; Workman provided a response to a request for comment from the Resource Centre.,"In Great Summer (Myanmar) (formerly Cherry Apparel), it was reported that workers are facing a series of violations, including workers receiving warnings if they are caught eating or taking medication outside of the factory, security taking pictures of workers if they take medication outside, overtime shifts without breaks to eat causing health conditions and wage cuts if workers take leave incl. medical leave.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Surveillance,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-workers-denied-medication-food-in-factory-causing-health-issues-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-facing-health-conditions-due-to-mandatory-overtime/?utm_source=mosaic&utm_medium=api,great summer (myanmar) (formerly cherry apparel)
#540 - Mayfair (Myanmar) Industry,Mayfair (Myanmar) Industry,2024-06-07,1500.0,DeFacto (Buyer),Mayfair (Myanmar) Industry allegedly supplies to DeFacto; DeFacto did not provide a response to a request for comment from the Resource Centre.,"In July 2024, it was reported that workers at Mayfair (Myanmar) Industry are facing a series of violations, including workers forced to work overtime incl. Sundays, including a week where workers had to work until 1am and were forced to sleep in the factory where they felt unsafe and their belongings went missing, workers feeling hungry due to continuous seven hour shifts, low overtime pay, the factory cutting wages if workers miss a deadline, denial of leave and wage cuts if workers take leave.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-mayfair-garment-workers-allegedly-forced-to-work-overtime-sleep-insecurely-within-the-factory-incl/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-forced-to-sleep-in-factory-were-underpaid-for-overtime-and-failed-to-receive-medical-care/?utm_source=mosaic&utm_medium=api,mayfair (myanmar) industry
#539 - Popular Garment/Beaume International Garment,Popular Garment/Beaume International Garment,2024-06-05,70.0,"Beaume (Buyer),Iturri (Buyer),JD Sports Fashion (Reported buyer),Jeans Fritz (Buyer),Lidl (Former buyer),Regatta (Former buyer)","Popular Garment allegedly supplies or has supplied to to Lidl, Regatta, JD Sports, Beaume, Jeans Fritz and Iturri; Beaume provided a response to a request for comment from the Resource Centre. Jeans Fritz and Iturri did not respond. Regatta has previously stated it does not have current business with the factory in response to a request for comment from the Resource Centre. JD Sports previously stated in 2022 that it had not proceeded with production at the factory after authorisation. Lidl has previously stated that it had stopped business with the factory from September 2021.","On 20 May 2024, over 70 workers were reportedly temporarily suspended because they could not meet their targets.","Inhumane work rates and mandatory overtime,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-fired-for-seeking-clarity-over-seniority-benefits-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-fired-after-requesting-clarification-on-employment-status/?utm_source=mosaic&utm_medium=api,popular garment/beaume international garment
#538 - Popular Garment/Beaume International Garment,Popular Garment/Beaume International Garment,2024-06-05,32.0,"Beaume (Buyer),Iturri (Buyer),JD Sports Fashion (Reported buyer),Jeans Fritz (Buyer),Lidl (Former buyer),Regatta (Former buyer)","Popular Garment allegedly supplies or has supplied to to Lidl, Regatta, JD Sports, Beaume, Jeans Fritz and Iturri; Beaume provided a response to a request for comment from the Resource Centre. Jeans Fritz and Iturri did not respond. Regatta has previously stated it does not have current business with the factory in response to a request for comment from the Resource Centre. JD Sports previously stated in 2022 that it had not proceeded with production at the factory after authorisation. Lidl has previously stated that it had stopped business with the factory from September 2021.","In June 2024, it was reported that 32 workers at Beaume International Garment/Popular Garment were fired after asking for clarity regarding seniority benefits for those workers that had worked in the Popular Garment factory before the Beaume International Garment factory was opened.","Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-fired-for-seeking-clarity-over-seniority-benefits-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-fired-after-requesting-clarification-on-employment-status/?utm_source=mosaic&utm_medium=api,popular garment/beaume international garment
#537 - GYSEN (Myanmar) Apparel Co. Ltd,GYSEN (Myanmar) Apparel Co. Ltd,2024-05-26,50.0,"Dunnes Stores (Buyer),PEP&CO (Reported buyer)","Gysen (Myanmar) Apparel allegedly supplies to Dunnes Stores and Pep&Co; Pep&Co provided a response to a request for comment from the Resource Centre, stating it no longer sources from Myanmar. Dunnes Stores did not respond.","In May 2024, it was reported that 50 trade union members at Gysen Myanmar Apparel were dismissed on the grounds of mass layoffs, but the factory continued to hire day labourers instead.","Attacks on freedom of association,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-fifty-union-leaders-dismissed-from-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-fifty-trade-unionists-dismissed-under-pretence-of-mass-layoffs/?utm_source=mosaic&utm_medium=api,gysen (myanmar) apparel co. ltd
#536 - GTIG Guohua Glory Garment,GTIG Guohua Glory Garment,2024-05-25,1.0,"Benetton Group (Buyer),Bestseller (Buyer),Mango (Reported buyer)","GTIG Guohua Glory Garment allegedly supplies to MANGO, Bestseller and Benetton Group; All brands provided a response to a request for comment from the Resource Centre. MANGO stated it does not operate in Myanmar and does not source from the factory.","In May 2024, it was reported that a security worker at GTIG Guohua Glory Garment was unfairly dismissed for no reason. He reported he had also been hired as a day labourer for two years, and was not receiving overtime pay.","Denial of permanent contracts,Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-security-officer-who-was-denied-overtime-permanent-employment-illegally-dismissed-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-security-worker-at-garment-factory-illegally-dismissed/?utm_source=mosaic&utm_medium=api,gtig guohua glory garment
